image_id,caption,pred_label,label_text,confidence,reason,raw_output,true_label
878678701327515650,that 's me ! ! ! hahahahah,1,SARCASM,High,"The caption ""that 's me ! ! ! hahahahah"" suggests self-identification with one of the alarm-setting behaviors depicted in the image. The humor and potential sarcasm stem from the contrast between the two panels: the left panel with multiple alarms versus the right panel with a single alarm. The use of ""hahahahah"" indicates the speaker finds humor in this identification, likely aligning with the more chaotic multiple-alarm strategy. The inherent exaggeration (""There are two kinds of people"") and the laughing emoji further reinforce the comic and sarcastic tone.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""that 's me ! ! ! hahahahah"" suggests self-identification with one of the alarm-setting behaviors depicted in the image. The humor and potential sarcasm stem from the contrast between the two panels: the left panel with multiple alarms versus the right panel with a single alarm. The use of ""hahahahah"" indicates the speaker finds humor in this identification, likely aligning with the more chaotic multiple-alarm strategy. The inherent exaggeration (""There are two kinds of people"") and the laughing emoji further reinforce the comic and sarcastic tone.",1
820412865853145088,attended a family wedding with <user> who spent the evening taking selfies with 500 + guests inc me,1,SARCASM,Medium,"The caption humorously highlights the act of taking selfies with 500+ people at a wedding, which could be exaggerated and sarcastic given the high number in a seemingly intimate setting. In the image, both individuals exhibit neutral or mildly serious expressions that juxtapose the implied joyous activity of taking selfies, suggesting a semantic gap between the expected festive environment and the depicted expressions. This incongruity between the caption's potential hyperbole and the visual seriousness points to sarcasm.","LABEL: SARCASM  
CONFIDENCE: Medium  
REASON: The caption humorously highlights the act of taking selfies with 500+ people at a wedding, which could be exaggerated and sarcastic given the high number in a seemingly intimate setting. In the image, both individuals exhibit neutral or mildly serious expressions that juxtapose the implied joyous activity of taking selfies, suggesting a semantic gap between the expected festive environment and the depicted expressions. This incongruity between the caption's potential hyperbole and the visual seriousness points to sarcasm.",0
822585619159412737,my sister finished her chemo and is ready for surgery monday to honor her we are having a polar plunge tomorrow . i 'm ready,0,NOT SARCASM,Medium,"The caption speaks about a serious and supportive event related to the sister's health and a polar plunge, while the image shows a man with a playful expression wearing a swim cap indoors. There is a slight incongruity with the swim cap unrelated to swimming or cold weather, which may suggest humor. However, the overall tone of the caption appears genuinely encouraging and supportive, lacking strong evidence of sarcasm. The post seems to be an earnest attempt to participate humorously in the event rather than to convey sarcasm.","LABEL: NOT SARCASM  
CONFIDENCE: Medium  
REASON: The caption speaks about a serious and supportive event related to the sister's health and a polar plunge, while the image shows a man with a playful expression wearing a swim cap indoors. There is a slight incongruity with the swim cap unrelated to swimming or cold weather, which may suggest humor. However, the overall tone of the caption appears genuinely encouraging and supportive, lacking strong evidence of sarcasm. The post seems to be an earnest attempt to participate humorously in the event rather than to convey sarcasm.",0
707769953953431553,"free healthcare ? this man bernie sanders is a communist , just like canadians .",1,SARCASM,High,"The caption refers to Bernie Sanders as a communist for advocating free healthcare, labeling Canadians similarly. This is clearly hyperbolic and sarcastic, as universal healthcare is associated with various countries, including Canada, without labeling all as communist. The image shows a man, possibly resembling Bernie Sanders, passionately speaking before microphones with a Canadian flag in the background, further aligning with the sarcastic implication by visually connecting him to Canada. The emphasis on words like ""COMMUNIST, JUST LIKE CANADIANS!"" combined with the visual backdrop strongly suggests an intentional irony.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption refers to Bernie Sanders as a communist for advocating free healthcare, labeling Canadians similarly. This is clearly hyperbolic and sarcastic, as universal healthcare is associated with various countries, including Canada, without labeling all as communist. The image shows a man, possibly resembling Bernie Sanders, passionately speaking before microphones with a Canadian flag in the background, further aligning with the sarcastic implication by visually connecting him to Canada. The emphasis on words like ""COMMUNIST, JUST LIKE CANADIANS!"" combined with the visual backdrop strongly suggests an intentional irony.",1
918662682089345025,this is me,1,SARCASM,High,"The caption ""this is me"" refers to an image that does not depict a person but instead displays a block of text that discusses sarcasm. This creates a semantic gap, as the expectation set by the caption is to see a person or a representation of them. The text within the image, which talks about sarcasm as a way of flirting, highlights irony by making humor out of an essentially indirect or contradictory form of affection. This is a classic case of self-referential sarcasm.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""this is me"" refers to an image that does not depict a person but instead displays a block of text that discusses sarcasm. This creates a semantic gap, as the expectation set by the caption is to see a person or a representation of them. The text within the image, which talks about sarcasm as a way of flirting, highlights irony by making humor out of an essentially indirect or contradictory form of affection. This is a classic case of self-referential sarcasm.",0
823310457595424768,"mom , dad & son . <user> <user> <user>",1,SARCASM,Medium,"The caption ""mom, dad & son"" suggests a family unit of a mother, father, and child. However, the image features a young adult female and a partially visible young adult male, with no clear indication of a child or additional individuals present. The semantic gap between a typical family and the actual composition of the individuals in the image suggests a humorous or sarcastic intent. The visual of two adults with no apparent child supports this interpretation, as it highlights the incongruity between the captioned family roles and the depicted scene.","LABEL: SARCASM  
CONFIDENCE: Medium  
REASON: The caption ""mom, dad & son"" suggests a family unit of a mother, father, and child. However, the image features a young adult female and a partially visible young adult male, with no clear indication of a child or additional individuals present. The semantic gap between a typical family and the actual composition of the individuals in the image suggests a humorous or sarcastic intent. The visual of two adults with no apparent child supports this interpretation, as it highlights the incongruity between the captioned family roles and the depicted scene.",0
822447478855200768,"reasons to attend class ? sleep , find your crush , sleep , do stupid things , sleep lol <user> bro",1,SARCASM,High,"The caption lists seemingly trivial and humorous reasons to attend class such as ""sleep,"" ""find your crush,"" and ""do stupid things,"" which imply a lack of seriousness or genuine intent to engage with academic activities. This contrasts sharply with the image, where a pie chart humorously highlights that the main reason for class attendance is to maintain attendance, not learning. The exaggerated, humorous depiction of the cartoon character with red eyes, a wide grin, and accessories like sunglasses and a gold chain further adds to the comedic, sarcastic tone. The overall juxtaposition of these elements signals a clear sarcastic commentary on class attendance motivations.","LABEL: SARCASM
CONFIDENCE: High
REASON: The caption lists seemingly trivial and humorous reasons to attend class such as ""sleep,"" ""find your crush,"" and ""do stupid things,"" which imply a lack of seriousness or genuine intent to engage with academic activities. This contrasts sharply with the image, where a pie chart humorously highlights that the main reason for class attendance is to maintain attendance, not learning. The exaggerated, humorous depiction of the cartoon character with red eyes, a wide grin, and accessories like sunglasses and a gold chain further adds to the comedic, sarcastic tone. The overall juxtaposition of these elements signals a clear sarcastic commentary on class attendance motivations.",1
822588328713289728,"once upon a time when 'sambisa ' was mentioned you thought of tourists , not terrorists ...",1,SARCASM,High,"The caption ""once upon a time when 'sambisa ' was mentioned you thought of tourists, not terrorists ..."" employs verbal irony by juxtaposing historical perception (tourism) with contemporary issues (terrorism). The semantic gap is evident as the image dominantly features search results about the Sambisa Forest Game Reserve in a neutral, informational format, with references to government and travel guides, lacking any terrorist context. This incongruity between the caption's commentary and the image's focus on tourism-related and neutral content clearly signals sarcasm.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""once upon a time when 'sambisa ' was mentioned you thought of tourists, not terrorists ..."" employs verbal irony by juxtaposing historical perception (tourism) with contemporary issues (terrorism). The semantic gap is evident as the image dominantly features search results about the Sambisa Forest Game Reserve in a neutral, informational format, with references to government and travel guides, lacking any terrorist context. This incongruity between the caption's commentary and the image's focus on tourism-related and neutral content clearly signals sarcasm.",0
700183392969756672,oh i so love working late from home,1,SARCASM,High,"The caption claims ""oh i so love working late from home"" but typically, working late hours is not associated with genuine enjoyment. The semantic gap here is highlighted by the person smiling in the image, which might suggest contentment; however, the phrase ""so love"" in the caption reads as hyperbolic. This exaggeration hints at irony because working late is often viewed negatively. Therefore, the image of a content individual contrasts with the tedious process implied by working late, suggesting sarcasm.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption claims ""oh i so love working late from home"" but typically, working late hours is not associated with genuine enjoyment. The semantic gap here is highlighted by the person smiling in the image, which might suggest contentment; however, the phrase ""so love"" in the caption reads as hyperbolic. This exaggeration hints at irony because working late is often viewed negatively. Therefore, the image of a content individual contrasts with the tedious process implied by working late, suggesting sarcasm.",1
844090891266490368,tru that .,1,SARCASM,High,"The caption ""tru that ."" combined with the playful and irreverent nature of the doodles on a textbook page highlights a semantic gap. The textual claim, “All your creativity comes out when you are bored in a class,” itself suggests the irony of using dull class time for humorous alterations. This mismatch between the formal context of a historical textbook and the creative, humorous modifications exemplifies sarcasm, further underscored by the understated and casual affirmation in the caption.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""tru that ."" combined with the playful and irreverent nature of the doodles on a textbook page highlights a semantic gap. The textual claim, “All your creativity comes out when you are bored in a class,” itself suggests the irony of using dull class time for humorous alterations. This mismatch between the formal context of a historical textbook and the creative, humorous modifications exemplifies sarcasm, further underscored by the understated and casual affirmation in the caption.",1
819323716823695360,good morning twitterworld !,0,NOT SARCASM,High,"The caption ""good morning twitterworld !"" is a straightforward and commonly used greeting, expressing a positive start to the day. The accompanying serene winter landscape image, which features a tranquil river and snow-laden trees, aligns well with the tone of a calm and peaceful morning. There is no evident semantic gap, verbal irony, or incongruous juxtaposition between the caption and the image. Therefore, the post is not sarcastic.","LABEL: NOT SARCASM  
CONFIDENCE: High  
REASON: The caption ""good morning twitterworld !"" is a straightforward and commonly used greeting, expressing a positive start to the day. The accompanying serene winter landscape image, which features a tranquil river and snow-laden trees, aligns well with the tone of a calm and peaceful morning. There is no evident semantic gap, verbal irony, or incongruous juxtaposition between the caption and the image. Therefore, the post is not sarcastic.",0
698723413162987521,"oh my god , i 'm so funny ba dum tss ♫ ♪",1,SARCASM,High,"The caption employs verbal irony with ""oh my god, i'm so funny ba dum tss ♫ ♪"", mimicking the drum sound often used after telling a joke, which suggests self-deprecating humor or acknowledgment of a weak or forced attempt at humor. This aligns with the visual pun in the image, where a stylized llama using the Greek letter π plays on words and ideas, culminating in a humorous yet intentionally anti-climactic presentation. The clever visual manipulation and sarcastic tone in the caption work together to underline a deliberately lame joke, reinforcing the sarcastic intent.","LABEL: SARCASM
CONFIDENCE: High
REASON: The caption employs verbal irony with ""oh my god, i'm so funny ba dum tss ♫ ♪"", mimicking the drum sound often used after telling a joke, which suggests self-deprecating humor or acknowledgment of a weak or forced attempt at humor. This aligns with the visual pun in the image, where a stylized llama using the Greek letter π plays on words and ideas, culminating in a humorous yet intentionally anti-climactic presentation. The clever visual manipulation and sarcastic tone in the caption work together to underline a deliberately lame joke, reinforcing the sarcastic intent.",1
823319224923852801,melanie martinez speaking about her upcoming album,0,NOT SARCASM,High,"The caption ""melanie martinez speaking about her upcoming album"" aligns with the image description, which portrays a person who could be Melanie Martinez, as she is known for distinctive visual style, including unique hair colors and a vintage aesthetic. The calm, thoughtful expression and nostalgic mood captured in the image parallel the typical context of an artist reflecting on or discussing new work. There is no evident semantic gap, verbal irony, or dissonance between the image content and the caption, aligning the post with its literal claim rather than suggesting sarcasm.","LABEL: NOT SARCASM  
CONFIDENCE: High  
REASON: The caption ""melanie martinez speaking about her upcoming album"" aligns with the image description, which portrays a person who could be Melanie Martinez, as she is known for distinctive visual style, including unique hair colors and a vintage aesthetic. The calm, thoughtful expression and nostalgic mood captured in the image parallel the typical context of an artist reflecting on or discussing new work. There is no evident semantic gap, verbal irony, or dissonance between the image content and the caption, aligning the post with its literal claim rather than suggesting sarcasm.",0
715310141998899200,"sure , harry , just wing it . if this is true , what the heck man ?",1,SARCASM,High,"The caption ""sure, harry, just wing it. if this is true, what the heck man?"" employs verbal irony and skepticism towards the idea presented in the image's text. The quote describes someone without formal acting training relying on music video and media experience, implying the person believes they can ""wing it"" in acting. The caption's sarcastic tone is clear in the use of phrases like ""sure, harry"" and ""what the heck man,"" which express doubt and ridicule towards the notion that indirect experience can substitute for formal training, highlighting the semantic gap between expected qualifications and the individual's confidence.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""sure, harry, just wing it. if this is true, what the heck man?"" employs verbal irony and skepticism towards the idea presented in the image's text. The quote describes someone without formal acting training relying on music video and media experience, implying the person believes they can ""wing it"" in acting. The caption's sarcastic tone is clear in the use of phrases like ""sure, harry"" and ""what the heck man,"" which express doubt and ridicule towards the notion that indirect experience can substitute for formal training, highlighting the semantic gap between expected qualifications and the individual's confidence.",1
907347217882771461,hahaha,1,SARCASM,High,"The caption ""hahaha"" along with the man's absurd response, ""No, Not at all. I came here to eat on the floor. Carpet for 5 please,"" illustrates verbal irony and hyperbole, which are key elements of sarcasm. The semantic gap between the expected normalcy of dining at a table in a restaurant and the farcical scenario the man describes further emphasizes the sarcasm. His comedic expression and the unusual choice of a leopard-print jacket enhance the incongruity with the woman's professional setting, reinforcing the overall sarcastic tone of the post.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""hahaha"" along with the man's absurd response, ""No, Not at all. I came here to eat on the floor. Carpet for 5 please,"" illustrates verbal irony and hyperbole, which are key elements of sarcasm. The semantic gap between the expected normalcy of dining at a table in a restaurant and the farcical scenario the man describes further emphasizes the sarcasm. His comedic expression and the unusual choice of a leopard-print jacket enhance the incongruity with the woman's professional setting, reinforcing the overall sarcastic tone of the post.",1
932211655068434432,it seems to me that <user> is incapable of dealing with rational argument from <user> without resorting to spin & . old habits die hard . .,1,SARCASM,High,"The caption uses verbal irony to critique a perceived inability to engage in rational argument, implying that the person frequently relies on spin, which is emphasized by the phrase ""old habits die hard"". The image of opposing directional signs labeled ""BREXIT"" and ""EU"" visually reinforces this irony, representing simplistic binary choices in contrast to the complex political realities. The semantic gap between the implied complexity of the argument and the image’s oversimplification suggests a sarcastic tone.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption uses verbal irony to critique a perceived inability to engage in rational argument, implying that the person frequently relies on spin, which is emphasized by the phrase ""old habits die hard"". The image of opposing directional signs labeled ""BREXIT"" and ""EU"" visually reinforces this irony, representing simplistic binary choices in contrast to the complex political realities. The semantic gap between the implied complexity of the argument and the image’s oversimplification suggests a sarcastic tone.",1
819434366954799104,wtf is this ? haha <user> seems like there is a misconception ..,1,SARCASM,High,"The caption ""wtf is this ? haha <user> seems like there is a misconception .."" suggests amusement or disbelief, which aligns with the identified textual incongruity in the image where ""4GB-RAM AND 32GB of RAM"" redundantly mentions RAM, a known mistake in tech specifications. Moreover, the hand-drawn elements highlighting the redundant text further support the sarcastic interpretation by emphasizing the error as a point of humor. This creates a semantic gap between the expected precision in specifications and the actual text, reinforcing the sarcastic tone.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""wtf is this ? haha <user> seems like there is a misconception .."" suggests amusement or disbelief, which aligns with the identified textual incongruity in the image where ""4GB-RAM AND 32GB of RAM"" redundantly mentions RAM, a known mistake in tech specifications. Moreover, the hand-drawn elements highlighting the redundant text further support the sarcastic interpretation by emphasizing the error as a point of humor. This creates a semantic gap between the expected precision in specifications and the actual text, reinforcing the sarcastic tone.",1
934302504057167872,"i deal with break ups like i deal with everything else ,",1,SARCASM,High,"The caption ""i deal with break ups like i deal with everything else,"" implies a universal or typical approach to handling situations, setting up an expectation for a serious or dramatic follow-up. However, the image reveals cheerful individuals in the GIF and humorous, self-deprecating chat messages (""It’s healthier than my love life!"") alongside bright, playful graphics, contradicting serious breakup discourse. This incongruity between the anticipated somber dealing of breakups and the actual lighthearted and humorous visual-textual elements strongly indicates sarcasm.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""i deal with break ups like i deal with everything else,"" implies a universal or typical approach to handling situations, setting up an expectation for a serious or dramatic follow-up. However, the image reveals cheerful individuals in the GIF and humorous, self-deprecating chat messages (""It’s healthier than my love life!"") alongside bright, playful graphics, contradicting serious breakup discourse. This incongruity between the anticipated somber dealing of breakups and the actual lighthearted and humorous visual-textual elements strongly indicates sarcasm.",1
822228643346780160,# atticusindepand rt <user> : winter in # ibiza is a great time for meetings ...,1,SARCASM,High,"The caption states, ""winter in # ibiza is a great time for meetings ..."", suggesting a vibrant or busy setting ideal for gatherings. However, the image depicts a solitary figure in an empty parking lot at night, facing a building with ornately decorated rooftops under dramatic, somber lighting. This visually contradicts the lively or suitable meeting setting implied by the caption, creating a semantic misalignment that is characteristic of sarcasm. The incongruity between expecting a bustling atmosphere and the depicted solitude enhances the sarcastic tone.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption states, ""winter in # ibiza is a great time for meetings ..."", suggesting a vibrant or busy setting ideal for gatherings. However, the image depicts a solitary figure in an empty parking lot at night, facing a building with ornately decorated rooftops under dramatic, somber lighting. This visually contradicts the lively or suitable meeting setting implied by the caption, creating a semantic misalignment that is characteristic of sarcasm. The incongruity between expecting a bustling atmosphere and the depicted solitude enhances the sarcastic tone.",0
821866955808215040,whoa . i miss you is currently in the top 10 of the global viral charts on <user> 㕕,0,NOT SARCASM,Medium,"The caption ""whoa . i miss you is currently in the top 10 of the global viral charts on <user> 㕕"" is a straightforward statement about the song's success on the chart, with no evident textual markers of sarcasm such as hyperbole or contradiction. The image shows a structured list of tracks in the ""Global Viral 50"" playlist, where the song “i miss you” possibly appears. The presence of a formal chart ranking fits the caption's content. However, given the tone of surprise ""whoa"" and the emoji, there could be a hint of irony, which is why the confidence is medium.","LABEL: NOT SARCASM  
CONFIDENCE: Medium  
REASON: The caption ""whoa . i miss you is currently in the top 10 of the global viral charts on <user> 㕕"" is a straightforward statement about the song's success on the chart, with no evident textual markers of sarcasm such as hyperbole or contradiction. The image shows a structured list of tracks in the ""Global Viral 50"" playlist, where the song “i miss you” possibly appears. The presence of a formal chart ranking fits the caption's content. However, given the tone of surprise ""whoa"" and the emoji, there could be a hint of irony, which is why the confidence is medium.",0
822591633233506308,this moron really ran our country for 8 years,1,SARCASM,High,"The caption ""this moron really ran our country for 8 years"" uses the word ""moron,"" which is verbally ironic, as it implies foolishness. This is incongruous with the likely identity of ""Person A"" as a figure of authority, suggested by the formal attire and context of someone being supported by others. The image shows an older male (Person A) struggling humorously with a simple task of putting on a poncho. The semantic gap between the caption's insinuation of incompetence in a significant role and the light-hearted scene depicting trivial difficulty creates a sarcastic tone.","LABEL: SARCASM
CONFIDENCE: High
REASON: The caption ""this moron really ran our country for 8 years"" uses the word ""moron,"" which is verbally ironic, as it implies foolishness. This is incongruous with the likely identity of ""Person A"" as a figure of authority, suggested by the formal attire and context of someone being supported by others. The image shows an older male (Person A) struggling humorously with a simple task of putting on a poncho. The semantic gap between the caption's insinuation of incompetence in a significant role and the light-hearted scene depicting trivial difficulty creates a sarcastic tone.",1
872507932507873280,this level of will soon break my ribs . <user> come see this . 50 % really ? wait for tomorrow 's # ugbudget17 reading . <user>,1,SARCASM,High,"The caption ""this level of will soon break my ribs . 50 % really ?"" aligns with the ironic tone in the image dialogue. The image features a woman asserting a demand for 50% of a salary juxtaposed with a man's incredulous retort about God's 10% expectation, employing verbal irony to mock the woman's exaggerated demand. The incongruity between the unrealistic expectation and the man's response highlights sarcasm in the post.","LABEL: SARCASM  
CONFIDENCE: High  
REASON: The caption ""this level of will soon break my ribs . 50 % really ?"" aligns with the ironic tone in the image dialogue. The image features a woman asserting a demand for 50% of a salary juxtaposed with a man's incredulous retort about God's 10% expectation, employing verbal irony to mock the woman's exaggerated demand. The incongruity between the unrealistic expectation and the man's response highlights sarcasm in the post.",1
